activity_id,customer_id,activity_date,activity_type,amount
ACT0049203,CUST002074,2026-08-01 22:18:23,Login,148.63
ACT0049204,CUST008763,2025-08-04 01:49:33,Savings Deposit,94.64
ACT0049205,CUST005166,2025-06-28 05:48:33,Credit Repayment,96.18
ACT0049206,CUST010150,2025-04-21 16:25:28,Payment,36.34
ACT0049207,CUST006214,2026-01-05 01:21:21,Application,1890.44
ACT0049208,CUST010952,2025-07-01 07:38:24,Login,109.55
ACT0049209,CUST007826,2025-08-31 01:15:01,Payment,106.1
ACT0049210,CUST010433,2026-03-25 16:04:56,Savings Deposit,44.89
ACT0049211,CUST010497,2026-04-24 02:13:39,Savings Deposit,57.5
ACT0049212,CUST010208,2026-01-08 23:24:52,Credit Repayment,49.54
ACT0049213,CUST007587,2025-04-13 00:14:39,Payment,15.23
ACT0049214,CUST003759,2026-05-31 18:09:12,Credit Repayment,169.04
ACT0049215,CUST008407,2026-04-04 14:03:02,Savings Deposit,268.84
ACT0049216,CUST011786,2026-08-22 05:11:32,Login,181.32
ACT0049217,CUST008576,2025-08-27 14:17:28,Savings Withdrawal,16.93
ACT0049218,CUST005148,2025-06-09 14:57:29,Payment,179.63
ACT0049219,CUST002025,2025-11-17 14:02:33,Payment,17.91
ACT0049220,CUST008621,2025-07-11 22:43:50,Credit Repayment,682.34
ACT0049221,CUST003830,2025-08-03 16:56:23,Payment,57.35
ACT0049222,CUST001514,2026-07-03 14:18:41,Credit Repayment,46.69
ACT0049223,CUST004324,2026-05-18 11:21:09,Credit Repayment,13.83
ACT0049224,CUST000227,2025-12-18 16:33:51,Savings Deposit,49.9
ACT0049225,CUST002012,2025-01-31 02:32:06,Application,172.85
ACT0049226,CUST001863,2025-11-20 05:43:31,Payment,34.05
ACT0049227,CUST005024,2026-05-07 16:46:34,Payment,38.84
ACT0049228,CUST005877,2025-11-18 17:35:39,Payment,90.96
ACT0049229,CUST007600,2025-07-09 19:32:33,Login,42.93
ACT0049230,CUST000675,2025-10-31 00:53:19,Application,32.1
ACT0049231,CUST001188,2026-02-18 15:12:36,Savings Withdrawal,19.57
ACT0049232,CUST008274,2025-07-17 15:18:02,Credit Repayment,23.3
ACT0049233,CUST008909,2026-01-08 17:17:09,Payment,243.65
ACT0049234,CUST007367,2026-02-07 09:22:26,Payment,39.5
ACT0049235,CUST000902,2026-08-18 07:37:53,Payment,70.19
ACT0049236,CUST005370,2025-07-24 12:02:23,Application,38.0
ACT0049237,CUST002320,2025-08-17 17:45:36,Login,47.33
ACT0049238,CUST004766,2025-01-26 23:44:59,Payment,237.08
ACT0049239,CUST008736,2025-02-25 21:54:09,Application,26.87
ACT0049240,CUST007716,2025-04-05 21:28:16,Savings Deposit,316.04
ACT0049241,CUST004030,2025-02-11 16:31:58,Savings Withdrawal,73.65
ACT0049242,CUST000377,2025-06-01 15:08:04,Credit Repayment,243.57
ACT0049243,CUST010446,2026-03-04 00:57:42,Payment,12.44
ACT0049244,CUST001199,2026-02-20 22:45:42,Login,519.2
ACT0049245,CUST010338,2026-01-25 21:20:15,Payment,40.75
ACT0049246,CUST000518,2025-02-24 17:51:09,Login,15.16
ACT0049247,CUST006397,2025-06-19 07:13:01,Payment,112.96
ACT0049248,CUST011735,2025-04-16 17:14:04,Payment,279.22
ACT0049249,CUST003131,2025-07-19 17:01:39,Savings Deposit,102.8
ACT0049250,CUST011716,2025-04-16 09:53:18,Savings Deposit,17.15
ACT0049251,CUST007502,2026-06-02 03:34:31,Application,28.89
ACT0049252,CUST003856,2025-11-02 07:18:49,Login,85.52
ACT0049253,CUST010811,2026-06-26 21:18:18,Payment,529.54
ACT0049254,CUST001735,2025-03-15 14:19:16,Credit Repayment,108.26
ACT0049255,CUST011443,2026-07-24 01:45:10,Savings Deposit,692.72
ACT0049256,CUST007148,2026-04-26 16:40:15,Payment,62.17
ACT0049257,CUST005809,2025-08-23 21:13:58,Login,55.77
ACT0049258,CUST007387,2026-08-13 21:26:25,Login,195.09
ACT0049259,CUST003120,2026-08-14 22:44:08,Payment,40.03
ACT0049260,CUST008723,2025-11-07 22:06:51,Application,178.95
ACT0049261,CUST009797,2026-01-04 15:55:41,Credit Repayment,437.87
ACT0049262,CUST004915,2025-06-18 02:28:01,Savings Deposit,565.66
ACT0049263,CUST002148,2025-06-20 10:19:47,Credit Repayment,64.13
ACT0049264,CUST007039,2026-08-02 04:42:13,Payment,22.32
ACT0049265,CUST005475,2025-04-13 11:19:58,Credit Repayment,221.44
ACT0049266,CUST003949,2025-05-30 07:18:33,Savings Deposit,171.86
ACT0049267,CUST008187,2025-10-30 12:09:38,Credit Repayment,52.12
ACT0049268,CUST000431,2026-01-16 07:00:40,Savings Withdrawal,1832.6
ACT0049269,CUST001308,2026-03-29 15:40:55,Savings Deposit,132.57
ACT0049270,CUST002081,2025-10-10 15:21:55,Payment,45.09
ACT0049271,CUST004523,2025-05-08 15:40:04,Payment,72.26
ACT0049272,CUST000450,2025-03-01 09:04:46,Application,321.32
ACT0049273,CUST010069,2025-06-21 15:28:26,Savings Deposit,204.49
ACT0049274,CUST001061,2025-10-24 12:30:49,Savings Deposit,34.02
ACT0049275,CUST003024,2025-10-29 19:10:45,Login,173.77
ACT0049276,CUST002268,2026-05-30 12:36:44,Credit Repayment,163.55
ACT0049277,CUST004238,2026-08-07 12:10:39,Credit Repayment,91.6
ACT0049278,CUST001955,2025-07-13 05:49:48,Savings Deposit,51.33
ACT0049279,CUST002944,2025-04-18 05:42:25,Credit Repayment,487.75
ACT0049280,CUST002187,2026-05-27 03:45:28,Credit Repayment,86.69
ACT0049281,CUST006496,2026-05-05 02:34:27,Savings Withdrawal,82.43
ACT0049282,CUST008904,2025-11-18 23:00:26,Credit Repayment,141.89
ACT0049283,CUST005536,2026-07-05 05:18:21,Savings Deposit,72.27
ACT0049284,CUST011983,2025-06-29 11:31:35,Savings Deposit,81.16
ACT0049285,CUST006182,2026-05-23 00:20:09,Login,183.62
ACT0049286,CUST011630,2026-04-23 18:54:05,Application,376.64
ACT0049287,CUST007429,2025-04-11 01:01:57,Payment,433.67
ACT0049288,CUST002064,2026-01-01 04:57:15,Login,201.85
ACT0049289,CUST011590,2025-04-11 06:35:44,Login,292.45
ACT0049290,CUST010404,2026-07-30 17:53:26,Savings Deposit,8.7
ACT0049291,CUST004609,2025-03-31 21:06:25,Savings Deposit,59.0
ACT0049292,CUST009496,2025-06-12 10:50:55,Login,308.22
ACT0049293,CUST003063,2026-08-30 23:36:00,Payment,89.86
ACT0049294,CUST004337,2025-10-19 08:03:17,Savings Deposit,20.7
ACT0049295,CUST006712,2026-08-30 21:42:21,Login,102.66
ACT0049296,CUST008696,2025-06-29 15:42:23,Savings Withdrawal,120.42
ACT0049297,CUST010429,2026-06-25 18:08:28,Savings Deposit,348.1
ACT0049298,CUST000678,2025-01-16 07:14:23,Login,58.0
ACT0049299,CUST007976,2025-04-11 04:12:34,Login,100.0
ACT0049300,CUST001944,2026-01-13 08:49:49,Payment,613.84
ACT0049301,CUST002690,2025-06-25 00:39:24,Credit Repayment,40.1
ACT0049302,CUST001638,2025-10-21 14:56:30,Application,99.05
ACT0049303,CUST008877,2025-01-01 08:35:12,Login,29.64
ACT0049304,CUST002720,2025-10-28 03:45:52,Savings Withdrawal,38.62
ACT0049305,CUST001299,2026-04-08 03:23:23,Login,49.66
ACT0049306,CUST007888,2026-04-26 15:10:38,Payment,285.46
ACT0049307,CUST005185,2026-07-31 20:26:55,Savings Deposit,571.31
ACT0049308,CUST006667,2026-06-27 22:51:28,Payment,1072.38
ACT0049309,CUST008519,2025-03-18 00:03:27,Payment,174.2
ACT0049310,CUST005401,2026-07-19 05:35:07,Login,131.21
ACT0049311,CUST003530,2025-11-14 01:22:43,Payment,264.39
ACT0049312,CUST005785,2026-01-23 13:30:19,Payment,60.64
ACT0049313,CUST005804,2025-09-23 03:47:53,Credit Repayment,91.18
ACT0049314,CUST010249,2025-02-04 12:00:11,Savings Deposit,99.91
ACT0049315,CUST003263,2026-03-23 05:32:44,Payment,78.31
ACT0049316,CUST001835,2026-01-30 20:08:35,Payment,131.19
ACT0049317,CUST009607,2026-06-18 14:32:13,Application,436.72
ACT0049318,CUST008320,2026-03-18 18:34:52,Application,145.15
ACT0049319,CUST000536,2026-03-28 03:59:33,Payment,239.97
ACT0049320,CUST002040,2026-02-26 02:59:29,Savings Deposit,43.14
ACT0049321,CUST009734,2026-06-29 03:14:39,Payment,507.8
ACT0049322,CUST006603,2026-06-06 14:42:31,Savings Withdrawal,99.37
ACT0049323,CUST006596,2025-08-18 14:07:28,Login,236.78
ACT0049324,CUST002211,2025-03-23 02:47:43,Payment,32.54
ACT0049325,CUST000707,2025-05-10 05:45:01,Credit Repayment,183.59
ACT0049326,CUST006140,2025-09-28 13:48:41,Payment,18.68
ACT0049327,CUST001516,2025-03-11 13:30:57,Credit Repayment,353.44
ACT0049328,CUST000514,2026-07-06 17:25:22,Savings Deposit,45.56
ACT0049329,CUST007148,2025-12-15 11:37:43,Credit Repayment,287.25
ACT0049330,CUST007936,2026-05-18 09:19:29,Savings Deposit,171.64
ACT0049331,CUST008743,2025-11-03 03:26:22,Savings Deposit,26.29
ACT0049332,CUST006126,2026-06-06 22:32:57,Savings Deposit,147.7
ACT0049333,CUST001291,2025-08-31 04:03:00,Savings Deposit,127.78
ACT0049334,CUST000727,2025-08-26 03:01:27,Payment,88.53
ACT0049335,CUST009828,2025-02-25 02:00:37,Login,62.18
ACT0049336,CUST000567,2025-07-01 16:43:29,Application,125.33
ACT0049337,CUST001846,2025-10-16 20:23:57,Login,252.41
ACT0049338,CUST007977,2025-08-19 14:21:58,Credit Repayment,76.89
ACT0049339,CUST011339,2026-05-07 14:02:42,Credit Repayment,159.3
ACT0049340,CUST001889,2025-11-01 22:00:35,Credit Repayment,100.15
ACT0049341,CUST005228,2025-02-23 15:43:09,Payment,82.82
ACT0049342,CUST003449,2026-08-26 18:19:51,Payment,29.46
ACT0049343,CUST003368,2026-02-17 18:17:38,Savings Deposit,242.53
ACT0049344,CUST010392,2026-06-21 16:55:46,Savings Deposit,251.42
ACT0049345,CUST011140,2026-06-28 01:32:35,Credit Repayment,273.14
ACT0049346,CUST009310,2025-05-15 13:25:06,Credit Repayment,79.48
ACT0049347,CUST007551,2025-02-24 13:02:21,Login,49.43
ACT0049348,CUST007336,2025-05-29 15:18:35,Application,142.85
ACT0049349,CUST009358,2026-02-23 05:16:43,Login,82.96
ACT0049350,CUST010976,2026-06-07 00:26:28,Savings Withdrawal,199.95
ACT0049351,CUST007662,2026-07-03 14:25:09,Login,134.79
ACT0049352,CUST007007,2026-01-17 15:44:35,Savings Deposit,19.3
ACT0049353,CUST003515,2025-02-14 09:51:40,Savings Withdrawal,59.14
ACT0049354,CUST001434,2025-04-20 09:38:52,Payment,586.09
ACT0049355,CUST007594,2025-01-20 09:23:24,Savings Deposit,371.65
ACT0049356,CUST005984,2025-07-16 12:22:06,Credit Repayment,72.85
ACT0049357,CUST000464,2025-01-22 05:11:10,Login,190.81
ACT0049358,CUST001347,2025-04-21 17:15:10,Savings Deposit,54.95
ACT0049359,CUST001805,2025-02-02 22:51:05,Credit Repayment,25.12
ACT0049360,CUST010338,2025-10-15 06:33:40,Credit Repayment,135.56
ACT0049361,CUST005053,2026-06-20 11:05:09,Login,20.74
ACT0049362,CUST011810,2025-01-14 06:20:50,Payment,106.6
ACT0049363,CUST008774,2025-02-24 17:33:59,Savings Deposit,100.93
ACT0049364,CUST005703,2026-03-16 10:57:17,Application,266.88
ACT0049365,CUST009685,2025-12-16 01:09:59,Savings Deposit,205.77
ACT0049366,CUST011430,2026-04-09 14:07:04,Savings Deposit,73.71
ACT0049367,CUST004921,2025-10-17 10:02:00,Application,40.69
ACT0049368,CUST011683,2025-11-12 13:25:00,Savings Withdrawal,148.64
ACT0049369,CUST010439,2026-04-21 02:21:32,Savings Deposit,314.45
ACT0049370,CUST003644,2025-10-18 16:53:08,Savings Withdrawal,262.97
ACT0049371,CUST005404,2025-08-17 21:07:05,Credit Repayment,867.91
ACT0049372,CUST005901,2026-07-15 03:46:04,Payment,109.89
ACT0049373,CUST004898,2025-09-29 22:16:39,Login,31.21
ACT0049374,CUST002619,2025-05-07 00:58:39,Savings Withdrawal,161.12
ACT0049375,CUST010519,2026-06-03 14:37:10,Payment,1399.78
ACT0049376,CUST010871,2025-08-09 01:14:56,Application,4.56
ACT0049377,CUST008915,2026-06-02 01:02:02,Savings Deposit,170.57
ACT0049378,CUST009259,2025-09-16 12:33:03,Payment,198.23
ACT0049379,CUST006235,2025-10-03 20:20:04,Savings Deposit,15.71
ACT0049380,CUST005357,2026-07-24 10:21:57,Credit Repayment,77.84
ACT0049381,CUST000524,2026-05-24 23:25:15,Payment,5.81
ACT0049382,CUST010206,2026-05-25 09:24:25,Credit Repayment,40.88
ACT0049383,CUST010701,2025-01-07 12:12:48,Savings Deposit,337.49
ACT0049384,CUST007796,2025-02-11 04:26:22,Payment,9.18
ACT0049385,CUST006843,2025-06-08 06:05:26,Payment,42.48
ACT0049386,CUST000858,2026-08-11 17:36:42,Savings Deposit,10.51
ACT0049387,CUST004494,2025-06-08 22:27:58,Credit Repayment,849.51
ACT0049388,CUST005131,2026-01-28 12:12:55,Login,178.46
ACT0049389,CUST003842,2025-04-12 23:07:39,Savings Deposit,75.53
ACT0049390,CUST004233,2025-11-13 03:31:21,Payment,31.98
ACT0049391,CUST008740,2025-02-11 15:47:20,Payment,87.52
ACT0049392,CUST003536,2026-05-05 15:33:11,Login,65.53
ACT0049393,CUST005510,2025-09-24 16:27:52,Credit Repayment,57.99
ACT0049394,CUST008944,2025-01-01 15:22:29,Payment,12.8
ACT0049395,CUST007231,2026-08-26 14:28:19,Payment,138.49
ACT0049396,CUST010675,2025-03-13 04:55:21,Credit Repayment,7.67
ACT0049397,CUST001111,2026-02-03 04:04:39,Application,49.17
ACT0049398,CUST005451,2025-03-08 20:15:54,Savings Deposit,103.05
ACT0049399,CUST008813,2026-01-09 19:27:09,Payment,312.2
ACT0049400,CUST007229,2025-01-12 09:05:08,Payment,10.73
ACT0049401,CUST000274,2025-02-11 09:53:33,Savings Deposit,84.53
ACT0049402,CUST000525,2025-03-22 15:09:46,Login,74.89
ACT0049403,CUST005037,2025-06-14 08:04:14,Savings Withdrawal,510.81
ACT0049404,CUST001302,2025-06-09 21:13:46,Savings Deposit,123.52
ACT0049405,CUST004427,2025-11-30 02:28:28,Credit Repayment,27.4
ACT0049406,CUST006408,2025-08-19 05:32:29,Savings Deposit,49.39
ACT0049407,CUST001782,2025-11-29 12:41:44,Savings Deposit,28.26
ACT0049408,CUST005133,2025-04-09 01:04:06,Savings Deposit,130.44
ACT0049409,CUST010312,2025-03-22 05:01:19,Payment,18.55
ACT0049410,CUST003561,2026-06-30 10:36:04,Savings Withdrawal,241.17
ACT0049411,CUST008886,2025-01-23 17:46:25,Credit Repayment,134.74
ACT0049412,CUST008019,2026-01-24 22:53:28,Savings Deposit,26.85
ACT0049413,CUST009718,2026-06-03 22:23:55,Savings Withdrawal,11.93
ACT0049414,CUST001278,2026-08-23 08:39:39,Payment,84.44
ACT0049415,CUST000792,2025-11-26 16:24:43,Payment,263.74
ACT0049416,CUST010025,2025-03-04 08:51:41,Payment,53.42
ACT0049417,CUST010325,2025-05-17 15:40:46,Payment,347.64
ACT0049418,CUST010984,2026-07-10 01:51:49,Payment,128.28
ACT0049419,CUST003597,2026-01-01 11:05:09,Payment,43.76
ACT0049420,CUST005901,2026-06-23 13:16:16,Credit Repayment,543.84
ACT0049421,CUST010639,2025-03-30 00:47:07,Payment,353.19
ACT0049422,CUST007135,2025-12-03 22:38:54,Login,78.11
ACT0049423,CUST004017,2026-01-15 04:37:42,Application,26.87
ACT0049424,CUST007683,2025-04-09 23:07:14,Login,56.23
ACT0049425,CUST005498,2026-06-29 03:52:53,Payment,162.77
ACT0049426,CUST011097,2025-04-30 10:26:44,Login,20.36
ACT0049427,CUST000079,2026-05-07 14:05:39,Savings Withdrawal,27.32
ACT0049428,CUST002354,2025-08-20 06:16:27,Savings Withdrawal,210.96
ACT0049429,CUST007831,2026-06-10 02:28:14,Login,22.1
ACT0049430,CUST004006,2026-05-28 11:26:36,Credit Repayment,28.35
ACT0049431,CUST011272,2025-05-01 05:49:24,Login,323.44
ACT0049432,CUST009389,2025-05-23 05:23:58,Savings Deposit,23.82
ACT0049433,CUST000972,2026-06-09 00:14:36,Application,18.79
ACT0049434,CUST003205,2025-04-24 19:40:37,Savings Deposit,24.11
ACT0049435,CUST002162,2025-08-02 10:28:52,Credit Repayment,3.81
ACT0049436,CUST010642,2026-08-11 15:41:21,Login,84.4
ACT0049437,CUST011223,2026-01-13 21:28:21,Savings Withdrawal,63.64
ACT0049438,CUST011652,2025-09-09 00:36:21,Login,50.03
ACT0049439,CUST002973,2026-05-26 20:57:53,Application,37.9
ACT0049440,CUST009936,2025-11-23 13:39:16,Payment,49.29
ACT0049441,CUST003844,2025-10-15 20:36:39,Login,103.85
ACT0049442,CUST010334,2025-06-27 19:12:55,Payment,347.6
ACT0049443,CUST007054,2025-07-03 11:44:56,Application,117.7
ACT0049444,CUST010780,2025-02-05 00:46:05,Payment,192.78
ACT0049445,CUST007905,2025-03-27 13:10:06,Payment,1017.04
ACT0049446,CUST007159,2025-06-19 01:47:19,Savings Deposit,35.77
ACT0049447,CUST001971,2025-09-15 06:18:29,Application,48.29
ACT0049448,CUST005099,2026-07-13 18:26:35,Savings Deposit,240.51
ACT0049449,CUST006258,2026-04-27 20:42:18,Login,29.88
ACT0049450,CUST002188,2026-04-13 22:57:51,Credit Repayment,21.3
ACT0049451,CUST002604,2026-06-08 05:38:11,Payment,23.34
ACT0049452,CUST008890,2026-06-17 23:12:36,Credit Repayment,50.07
ACT0049453,CUST005284,2026-08-20 22:30:06,Payment,636.23
ACT0049454,CUST009685,2025-02-10 21:24:32,Savings Withdrawal,24.61
ACT0049455,CUST000042,2025-06-21 04:18:34,Payment,11.15
ACT0049456,CUST002647,2025-12-31 17:58:19,Savings Deposit,83.71
ACT0049457,CUST010947,2025-08-13 15:39:38,Savings Withdrawal,161.92
ACT0049458,CUST004389,2025-12-06 20:28:50,Payment,58.27
ACT0049459,CUST010724,2025-01-06 01:13:08,Payment,62.18
ACT0049460,CUST004260,2026-04-16 07:50:40,Login,81.75
ACT0049461,CUST001509,2026-04-09 20:33:17,Savings Withdrawal,1214.43
ACT0049462,CUST001894,2025-11-16 16:47:36,Credit Repayment,86.75
ACT0049463,CUST010339,2025-08-02 09:10:14,Application,12.94
ACT0049464,CUST005731,2025-01-07 08:57:23,Payment,203.54
ACT0049465,CUST000221,2026-02-18 13:59:48,Savings Withdrawal,138.53
ACT0049466,CUST011790,2026-06-20 17:55:54,Savings Deposit,179.46
ACT0049467,CUST001296,2025-02-18 11:12:07,Savings Deposit,138.59
ACT0049468,CUST010172,2025-09-25 19:37:21,Payment,18.53
ACT0049469,CUST005550,2025-02-19 09:11:28,Credit Repayment,10.78
ACT0049470,CUST001012,2025-11-18 13:13:36,Savings Deposit,1076.99
ACT0049471,CUST006793,2026-04-04 09:35:55,Credit Repayment,36.34
ACT0049472,CUST004827,2025-05-14 08:51:58,Payment,88.03
ACT0049473,CUST005851,2026-01-07 21:45:15,Savings Withdrawal,87.77
ACT0049474,CUST010918,2025-03-07 07:37:38,Savings Deposit,40.51
ACT0049475,CUST004996,2025-05-19 02:45:24,Login,199.87
ACT0049476,CUST001297,2026-01-15 10:21:10,Payment,50.3
ACT0049477,CUST009333,2025-06-21 03:53:38,Savings Withdrawal,108.93
ACT0049478,CUST000101,2025-05-06 10:53:46,Payment,33.83
ACT0049479,CUST010897,2025-07-05 01:07:15,Login,5.89
ACT0049480,CUST008027,2026-05-01 23:32:28,Savings Withdrawal,26.36
ACT0049481,CUST000895,2025-07-26 01:52:20,Application,302.38
ACT0049482,CUST008797,2026-08-03 16:45:35,Savings Withdrawal,13.45
ACT0049483,CUST008305,2025-10-16 01:45:07,Login,33.62
ACT0049484,CUST007947,2025-02-10 05:59:04,Savings Deposit,59.19
ACT0049485,CUST008007,2026-04-12 18:39:58,Savings Withdrawal,143.27
ACT0049486,CUST009093,2025-02-28 22:37:45,Credit Repayment,1440.66
ACT0049487,CUST004232,2026-07-02 07:36:50,Credit Repayment,53.86
ACT0049488,CUST006165,2025-06-06 00:16:22,Credit Repayment,33.09
ACT0049489,CUST007039,2025-03-28 11:59:23,Payment,171.78
ACT0049490,CUST003271,2026-06-10 06:17:16,Application,26.58
ACT0049491,CUST003816,2025-08-03 08:10:56,Savings Deposit,93.19
ACT0049492,CUST003502,2025-10-26 03:06:04,Application,98.69
ACT0049493,CUST003993,2026-01-31 01:22:34,Credit Repayment,17.8
ACT0049494,CUST003382,2025-12-30 14:23:48,Application,65.17
ACT0049495,CUST008682,2026-08-07 13:57:51,Payment,15.31
ACT0049496,CUST004765,2026-08-30 03:27:50,Savings Withdrawal,230.57
ACT0049497,CUST002228,2025-12-08 21:06:10,Payment,37.01
ACT0049498,CUST002693,2025-10-10 18:01:15,Payment,16.37
ACT0049499,CUST005450,2026-01-25 04:55:03,Payment,46.28
ACT0049500,CUST003958,2025-03-13 21:25:26,Payment,106.98
ACT0049501,CUST011504,2026-03-25 01:16:51,Savings Deposit,31.82
ACT0049502,CUST004052,2026-03-09 14:44:14,Credit Repayment,56.48
ACT0049503,CUST011248,2025-11-08 02:21:10,Savings Withdrawal,25.79
ACT0049504,CUST008446,2025-09-12 09:57:35,Application,69.23
ACT0049505,CUST006134,2025-05-16 13:46:33,Savings Deposit,20.24
ACT0049506,CUST002990,2025-01-05 13:21:11,Payment,409.53
ACT0049507,CUST010084,2025-08-05 04:55:40,Application,315.4
ACT0049508,CUST011134,2026-01-28 10:24:17,Savings Withdrawal,35.45
ACT0049509,CUST009019,2026-05-11 12:36:33,Savings Withdrawal,62.36
ACT0049510,CUST011688,2025-07-29 15:22:36,Payment,109.9
ACT0049511,CUST004265,2025-06-13 21:32:10,Savings Deposit,112.14
ACT0049512,CUST010314,2025-12-09 14:03:35,Savings Deposit,121.5
ACT0049513,CUST009480,2025-12-21 07:45:19,Savings Deposit,156.09
ACT0049514,CUST006294,2026-05-05 22:54:20,Payment,21.83
ACT0049515,CUST011888,2026-07-02 17:17:30,Savings Withdrawal,53.24
ACT0049516,CUST005994,2025-10-27 11:31:32,Savings Withdrawal,138.45
ACT0049517,CUST005083,2025-07-02 12:51:59,Login,14.41
ACT0049518,CUST003796,2025-05-17 03:40:17,Savings Withdrawal,379.43
ACT0049519,CUST004924,2025-08-05 16:35:37,Login,42.87
ACT0049520,CUST006825,2025-01-18 00:02:25,Savings Withdrawal,68.42
ACT0049521,CUST010917,2026-06-11 11:35:54,Savings Withdrawal,15.64
ACT0049522,CUST003642,2026-03-22 07:29:31,Savings Deposit,63.0
ACT0049523,CUST007414,2026-03-03 14:21:16,Application,91.32
ACT0049524,CUST006276,2026-07-24 14:44:37,Savings Deposit,338.69
ACT0049525,CUST000468,2025-03-22 23:19:04,Login,168.44
ACT0049526,CUST007520,2026-03-23 21:36:14,Savings Deposit,120.43
ACT0049527,CUST005427,2026-02-17 21:52:37,Login,141.24
ACT0049528,CUST010559,2026-02-06 03:14:56,Payment,29.9
ACT0049529,CUST003764,2025-09-13 01:40:42,Login,273.88
ACT0049530,CUST009991,2026-02-25 02:22:16,Application,190.92
ACT0049531,CUST001387,2025-03-18 15:05:27,Credit Repayment,21.88
ACT0049532,CUST009780,2026-08-17 22:15:45,Payment,173.09
ACT0049533,CUST011182,2026-04-19 22:19:48,Savings Withdrawal,247.09
ACT0049534,CUST011355,2026-05-20 09:57:00,Savings Withdrawal,62.85
ACT0049535,CUST001317,2026-02-02 19:18:33,Application,220.94
ACT0049536,CUST008030,2026-05-21 08:22:18,Login,12.1
ACT0049537,CUST011056,2026-01-10 23:41:05,Payment,46.81
ACT0049538,CUST008473,2025-05-03 17:13:20,Payment,668.29
ACT0049539,CUST004069,2025-12-05 03:09:06,Savings Deposit,132.86
ACT0049540,CUST007725,2026-04-30 18:47:12,Login,37.31
ACT0049541,CUST009132,2025-08-02 14:09:35,Credit Repayment,505.5
ACT0049542,CUST006655,2026-08-04 07:11:08,Credit Repayment,56.06
ACT0049543,CUST006509,2026-02-22 18:56:10,Payment,148.46
ACT0049544,CUST001371,2026-07-09 19:53:50,Login,41.26
ACT0049545,CUST005083,2025-04-24 02:06:30,Payment,195.55
ACT0049546,CUST004335,2025-01-12 04:22:10,Savings Withdrawal,67.39
ACT0049547,CUST008110,2025-09-04 21:45:20,Login,41.91
ACT0049548,CUST001394,2025-10-02 18:10:18,Savings Deposit,53.32
ACT0049549,CUST002733,2025-03-12 15:48:45,Credit Repayment,402.21
ACT0049550,CUST007300,2026-02-02 17:49:39,Savings Withdrawal,45.56
ACT0049551,CUST000220,2025-11-07 04:30:23,Login,350.82
ACT0049552,CUST002646,2026-05-02 09:36:35,Payment,185.44
ACT0049553,CUST007346,2026-07-22 07:56:15,Payment,22.37
ACT0049554,CUST008680,2025-03-12 12:59:01,Login,135.61
ACT0049555,CUST005339,2025-07-05 09:32:15,Payment,87.8
ACT0049556,CUST003443,2026-08-04 22:03:36,Savings Deposit,89.86
ACT0049557,CUST003252,2025-07-27 11:06:06,Payment,22.96
ACT0049558,CUST002160,2025-02-19 04:34:42,Application,181.69
ACT0049559,CUST001830,2025-10-28 23:11:09,Application,84.75
ACT0049560,CUST003408,2026-08-05 11:42:06,Payment,23.55
ACT0049561,CUST009652,2026-03-02 23:24:31,Savings Deposit,144.63
ACT0049562,CUST006782,2025-12-30 11:06:40,Savings Withdrawal,1382.52
ACT0049563,CUST005336,2025-12-06 03:42:24,Payment,42.74
ACT0049564,CUST005707,2026-04-04 19:45:53,Savings Deposit,256.9
ACT0049565,CUST011400,2025-11-14 14:52:49,Login,44.14
ACT0049566,CUST011753,2025-12-19 19:48:14,Credit Repayment,26.04
ACT0049567,CUST010021,2025-01-02 15:55:21,Savings Deposit,41.52
ACT0049568,CUST000193,2025-01-11 12:46:36,Login,42.15
ACT0049569,CUST011893,2026-06-14 23:23:30,Payment,27.36
ACT0049570,CUST011567,2026-08-02 21:28:55,Credit Repayment,46.81
ACT0049571,CUST003793,2026-01-22 08:14:46,Application,2335.92
ACT0049572,CUST001963,2026-04-10 09:03:51,Application,62.27
ACT0049573,CUST009762,2025-02-14 11:01:55,Credit Repayment,65.71
ACT0049574,CUST002367,2025-12-31 09:06:59,Credit Repayment,444.5
ACT0049575,CUST007266,2026-06-18 13:01:31,Savings Deposit,124.33
ACT0049576,CUST000029,2025-03-28 13:17:34,Credit Repayment,36.06
ACT0049577,CUST002416,2026-02-16 05:42:44,Payment,52.57
ACT0049578,CUST005731,2026-05-09 16:23:04,Savings Deposit,5.62
ACT0049579,CUST010644,2025-11-08 13:47:51,Application,57.81
ACT0049580,CUST008045,2026-08-29 18:00:06,Application,28.39
ACT0049581,CUST009232,2025-08-18 23:02:41,Credit Repayment,100.29
ACT0049582,CUST002053,2026-08-30 16:22:42,Savings Withdrawal,444.53
ACT0049583,CUST002547,2026-08-09 06:36:39,Application,176.52
ACT0049584,CUST003224,2026-07-10 09:57:28,Login,37.86
ACT0049585,CUST008101,2025-07-15 12:52:07,Savings Deposit,26.95
ACT0049586,CUST009651,2025-11-19 05:36:19,Savings Deposit,594.19
ACT0049587,CUST005547,2026-08-23 15:07:32,Login,52.23
ACT0049588,CUST011775,2025-04-03 11:09:00,Payment,45.79
ACT0049589,CUST009361,2026-05-28 02:03:09,Login,264.94
ACT0049590,CUST001815,2026-06-14 21:01:41,Payment,141.92
ACT0049591,CUST002162,2026-05-20 02:28:04,Application,107.82
